"age" "race" "ethnicty" "educ" "sex" "livewith" "famtime" "crimtype" "everviol" "numarr" "probtn" "corrinst" "evertime" "prviol" "prprop" "prdrug" "prpub" "prjuv" "agefirst" "usewepn" "alcuse" "everdrug"
"782" 16 1 2 11 1 3 1 "1" 1 2 1 0 2 0 0 0 0 0 16 2 "1" "0"
"783" 17 1 2 10 1 1 2 "1" 1 1 0 0 2 0 0 0 0 0 16 2 "1" "0"
"784" 15 1 2 9 1 7 2 "2" 1 9 0 2 1 1 1 0 0 1 12 2 "1" "1"
"785" 16 2 2 10 1 1 2 "1" 1 5 1 0 2 1 0 0 0 0 14 2 "2" "1"
"786" 16 1 2 9 1 3 2 "1" 1 6 0 1 1 0 0 1 0 0 12 1 "1" "1"
"787" 16 1 2 9 1 3 1 "2" 0 20 2 1 1 0 1 0 0 0 12 2 "1" "1"
"788" 16 1 2 9 1 1 2 "2" 0 32 1 2 1 0 1 0 0 0 13 2 "1" "1"
"789" 15 1 2 8 1 1 2 "1" 1 1 2 1 1 0 1 0 0 0 15 2 "1" "1"
"790" 15 1 2 10 1 1 1 "1" 1 20 3 3 1 1 1 1 0 1 6 1 "1" "1"
"791" 12 1 2 6 1 1 1 "2" 0 25 1 0 2 0 1 0 0 0 8 2 "1" "1"
"792" 15 2 1 9 1 4 1 "1" 1 35 4 1 1 1 1 1 1 1 10 1 "1" "1"
"793" 16 1 2 9 1 1 1 "1" 1 4 3 4 1 0 0 0 0 1 13 2 "1" "1"
"794" 14 1 2 8 1 1 1 "1" 1 57 2 1 1 0 1 0 1 1 5 1 "1" "1"
"795" 14 4 2 8 1 1 1 "2" 1 25 1 6 1 1 1 0 1 1 10 1 "1" "1"
"796" 15 1 2 10 1 1 2 "2" 1 20 1 5 1 1 1 1 0 1 11 2 "1" "1"
"797" 16 1 2 10 1 4 1 "2" 0 96 3 0 2 0 1 0 0 1 10 2 "1" "1"
"798" 16 1 2 10 1 3 1 "2" 0 10 3 0 2 0 1 0 0 1 14 2 "1" "1"
"799" 17 2 2 9 1 4 2 "1" 1 1 0 0 2 0 0 0 0 0 16 2 "3" "1"
"800" 17 1 2 11 1 1 1 "2" 0 96 5 1 1 0 1 0 0 1 11 2 "1" "1"
"801" 17 1 2 10 1 3 2 "1" 1 8 1 0 2 1 1 1 0 0 13 2 "1" "1"
"802" 17 1 2 10 1 1 2 "1" 1 20 4 1 1 1 1 1 0 0 11 1 "1" "1"
"803" 16 2 2 10 1 1 1 "2" 0 4 1 1 1 0 1 0 0 0 15 2 "3" "1"
"804" 16 1 2 10 1 3 2 "1" 1 4 1 4 1 1 1 0 0 0 14 2 "1" "1"
"805" 16 4 2 10 1 3 2 "2" 0 1 1 0 2 0 1 0 0 0 16 2 "1" "0"
"806" 17 1 2 8 1 3 1 "2" 0 7 2 1 1 0 1 0 0 1 10 1 "1" "1"
"807" 16 5 1 8 1 1 1 "2" 0 21 2 6 1 0 1 0 0 0 11 2 "1" "1"
"808" 16 1 2 8 1 1 1 "4" 1 40 2 0 2 1 1 1 1 0 9 1 "1" "1"
"809" 17 1 2 11 1 1 2 "2" 0 3 0 0 2 0 0 0 0 0 16 2 "1" "0"
"810" 17 1 2 10 1 2 1 "2" 0 5 1 1 1 0 1 0 0 0 9 2 "1" "1"
"811" 17 1 2 10 1 3 2 "2" 0 18 2 1 1 0 1 0 0 1 11 2 "1" "1"
"812" 14 2 2 8 2 1 2 "1" 1 6 1 0 2 0 0 0 0 1 10 1 "1" "1"
"813" 16 2 2 10 2 3 1 "1" 1 15 1 0 2 0 0 0 0 0 9 1 "1" "1"
"814" 16 1 2 10 2 1 1 "2" 0 2 0 3 1 0 1 0 0 1 13 2 "1" "1"
"815" 15 1 2 8 2 3 1 "2" 1 1 0 2 1 1 1 0 0 0 15 1 "1" "1"
"816" 14 2 2 7 2 1 1 "1" 1 1 0 0 2 0 0 0 0 0 13 1 "3" "0"
"817" 15 1 2 8 1 1 1 "2" 0 7 1 1 1 0 1 0 0 0 13 2 "1" "1"
"818" 14 1 2 9 1 1 1 "2" 0 99 3 6 1 0 1 0 0 0 99 2 "1" "1"
"819" 16 1 2 7 1 3 2 "2" 0 25 1 2 1 0 1 0 0 1 99 2 "1" "0"
"820" 16 1 2 9 1 1 1 "4" 1 12 1 7 1 1 1 1 1 1 11 2 "1" "1"
"821" 15 2 2 9 1 1 1 "2" 1 1 1 3 1 1 1 0 0 0 14 2 "1" "1"
"822" 14 1 2 9 1 3 2 "2" 0 3 1 0 2 0 0 0 0 0 14 2 "1" "1"
"823" 16 1 2 10 1 3 2 "1" 1 3 1 2 1 1 1 0 0 0 13 1 "1" "1"
"824" 16 1 2 9 1 1 1 "2" 0 1 1 2 1 0 1 0 0 1 16 2 "1" "1"
"825" 17 1 2 9 1 3 2 "2" 0 8 1 0 2 0 0 0 1 0 15 2 "1" "1"
"826" 15 1 2 8 1 2 1 "2" 0 10 4 1 1 0 1 0 0 0 11 2 "1" "1"
"827" 17 1 2 9 1 3 1 "4" 0 2 2 1 1 0 1 0 0 1 15 2 "1" "1"
"828" 16 1 2 8 1 1 2 "1" 1 8 1 0 2 0 1 0 0 0 9 2 "1" "1"
"829" 16 1 2 9 1 2 9 "5" 0 4 1 0 2 0 1 0 0 0 15 2 "1" "1"
"830" 16 1 2 6 1 1 2 "1" 1 20 1 2 1 1 1 1 0 1 8 1 "1" "1"
"831" 15 1 2 7 1 1 1 "2" 1 7 1 0 2 1 1 0 0 0 14 2 "1" "1"
"832" 15 1 2 8 1 1 2 "2" 0 8 1 2 1 0 1 0 0 1 13 2 "2" "1"
"833" 15 1 2 8 1 3 2 "2" 0 99 0 1 1 0 0 1 0 0 99 2 "1" "1"
"834" 17 5 2 9 1 1 1 "4" 1 8 2 2 1 1 1 0 1 0 12 1 "1" "0"
"835" 16 1 2 9 1 1 1 "1" 1 2 0 1 1 0 0 0 0 0 15 1 "1" "1"
"836" 16 1 2 10 1 2 2 "3" 0 4 1 0 2 0 1 0 0 0 14 2 "1" "1"
"837" 16 1 2 8 1 1 1 "2" 0 4 2 7 1 0 1 0 0 0 9 2 "1" "1"
"838" 15 1 2 10 1 1 1 "2" 1 30 1 99 1 1 1 1 1 1 6 1 "1" "1"
"839" 17 1 2 10 1 4 2 "2" 0 3 3 1 1 0 1 0 0 0 99 2 "1" "1"
"840" 16 2 2 11 1 1 1 "2" 1 25 0 5 1 1 1 0 0 0 8 2 "1" "1"
"841" 14 2 2 8 1 3 2 "2" 1 30 3 4 1 1 1 0 0 1 7 2 "1" "1"
"842" 14 1 2 8 1 3 1 "2" 0 3 1 3 1 0 1 0 0 1 13 2 "1" "1"
"843" 16 1 2 9 1 1 1 "2" 0 2 2 0 2 0 1 0 0 1 14 2 "1" "1"
"844" 17 1 2 11 1 3 2 "2" 0 13 1 4 1 0 1 1 0 0 13 2 "1" "1"
"845" 17 1 2 10 1 1 1 "2" 1 6 6 1 1 1 1 0 0 0 16 2 "1" "1"
"846" 15 4 2 9 1 3 1 "1" 1 8 1 2 1 0 1 0 0 0 11 1 "1" "1"
"847" 16 1 2 9 1 1 2 "2" 0 4 1 2 1 0 1 0 0 0 14 2 "3" "0"
"848" 16 1 2 9 1 5 1 "1" 1 1 2 1 1 0 1 0 0 0 15 2 "3" "0"
"849" 16 1 1 8 1 1 2 "2" 1 15 1 3 1 1 1 1 0 0 10 2 "1" "1"
"850" 16 1 2 8 1 3 1 "2" 0 4 1 0 2 0 1 0 0 1 14 2 "1" "1"
"851" 17 1 2 7 1 3 1 "2" 0 1 1 0 2 0 0 0 0 1 17 2 "1" "1"
"852" 17 1 2 12 1 3 1 "1" 1 5 1 0 2 0 1 0 0 0 16 1 "1" "0"
"853" 17 1 2 12 1 1 1 "2" 0 1 2 0 2 0 1 0 0 0 17 2 "1" "1"
"854" 16 1 2 10 1 1 2 "1" 1 3 1 1 1 0 0 0 0 0 14 1 "3" "1"
"855" 17 2 2 10 1 3 2 "1" 1 15 2 8 1 0 1 0 1 1 12 2 "1" "1"
"856" 17 1 1 9 1 2 1 "1" 1 8 3 0 2 0 1 0 0 0 12 2 "1" "1"
"857" 16 2 1 9 1 1 1 "2" 0 2 2 0 2 0 0 0 0 1 15 2 "1" "1"
"858" 15 1 2 8 1 1 2 "1" 1 7 2 0 2 0 1 0 0 1 10 2 "1" "1"
"859" 16 1 1 10 1 1 1 "2" 0 2 1 0 2 0 0 0 0 0 16 2 "1" "1"
"860" 17 1 2 7 1 3 2 "2" 1 6 2 1 1 1 0 0 0 0 12 2 "1" "1"
"861" 16 1 2 10 1 3 1 "4" 0 4 1 0 2 0 1 0 0 0 12 2 "1" "1"
"862" 15 1 2 8 1 3 2 "2" 0 1 1 0 2 0 1 0 0 0 15 2 "1" "0"
"863" 16 1 2 9 1 1 1 "2" 0 3 1 0 2 0 0 0 0 1 13 2 "1" "1"
"864" 17 1 2 13 1 3 1 "2" 0 8 1 0 2 0 1 0 0 0 12 2 "1" "1"
"865" 15 1 2 8 1 3 2 "2" 0 10 3 1 1 0 1 0 0 0 12 2 "1" "1"
"866" 16 1 2 10 1 3 2 "4" 0 5 2 1 1 0 1 0 0 0 13 2 "1" "1"
"867" 17 2 2 10 1 1 2 "2" 0 6 2 0 2 0 1 0 0 0 14 2 "1" "1"
"868" 16 1 2 9 1 1 2 "2" 1 4 1 1 1 1 1 1 0 1 15 2 "1" "1"
"869" 14 2 2 7 1 3 1 "1" 1 7 1 1 1 1 1 0 0 0 13 2 "3" "0"
"870" 15 1 2 8 1 3 1 "2" 1 10 4 4 1 1 1 0 0 1 11 2 "1" "1"
"871" 15 2 2 9 1 3 1 "2" 0 30 1 2 1 0 1 0 1 0 6 2 "1" "1"
"872" 17 4 2 9 1 1 1 "2" 0 10 1 2 1 0 0 0 0 1 14 1 "1" "1"
"873" 17 1 2 10 1 3 1 "4" 0 5 1 2 1 0 1 0 0 0 13 2 "1" "1"
"874" 16 1 2 10 1 1 2 "4" 1 55 1 21 1 1 1 0 1 1 12 2 "1" "1"
"875" 17 1 2 9 1 3 2 "2" 0 8 1 3 1 0 1 0 1 1 15 2 "1" "1"
"876" 16 1 2 9 1 1 2 "9" 1 99 2 0 2 1 1 1 0 1 11 2 "1" "1"
"877" 17 2 2 11 1 1 1 "2" 1 6 99 1 1 1 0 1 1 0 14 2 "1" "1"
"878" 17 1 2 9 1 1 1 "5" 0 3 1 1 1 0 1 0 0 1 16 2 "1" "1"
"879" 17 1 2 10 1 2 1 "4" 0 3 3 1 1 0 1 0 0 0 14 2 "1" "0"
"880" 14 1 2 10 1 1 2 "2" 0 4 1 0 2 0 1 0 0 0 13 2 "1" "1"
"881" 17 1 2 9 1 1 1 "2" 0 10 2 1 1 0 1 0 0 0 12 2 "1" "1"
"882" 16 1 2 8 1 1 2 "2" 0 1 1 1 1 0 0 0 0 1 14 2 "1" "0"
"883" 17 1 2 8 1 1 1 "4" 1 3 0 5 1 1 1 1 0 1 13 2 "1" "1"
"884" 17 2 2 10 1 3 2 "2" 0 3 0 1 1 0 0 0 0 0 13 2 "3" "0"
"885" 14 2 2 10 1 1 2 "2" 0 3 0 0 2 0 0 0 0 0 13 2 "2" "1"
"886" 18 1 1 12 1 3 2 "1" 1 12 1 1 1 0 1 0 0 0 10 1 "1" "1"
"887" 19 2 2 10 1 4 1 "1" 1 6 1 0 2 1 1 0 1 1 12 2 "1" "1"
"888" 15 1 2 9 1 3 2 "2" 1 7 1 2 1 1 1 0 0 1 13 2 "3" "1"
"889" 17 2 2 9 1 4 2 "1" 1 2 0 0 2 1 0 0 0 0 14 9 "2" "1"
"890" 16 1 2 9 1 1 1 "2" 0 25 2 1 1 0 1 0 0 0 15 2 "1" "1"
"891" 18 1 2 11 1 1 1 "2" 0 1 0 0 2 0 0 0 0 0 17 2 "1" "1"
"892" 15 2 2 10 1 4 1 "1" 1 2 0 0 2 0 0 0 0 0 14 1 "1" "1"
"893" 18 2 2 10 1 1 1 "2" 0 6 3 2 1 0 1 0 0 0 16 2 "1" "1"
"894" 16 1 2 10 1 3 2 "2" 1 15 2 2 1 1 1 0 0 1 12 2 "1" "1"
"895" 16 1 1 8 1 3 9 "1" 1 10 1 2 9 0 1 1 0 0 12 2 "1" "1"
"896" 16 1 2 10 1 1 1 "1" 1 10 3 0 2 0 0 0 0 0 13 2 "3" "0"
"897" 17 1 2 12 1 1 1 "1" 1 20 1 0 2 0 0 0 0 0 13 2 "3" "9"
"898" 16 5 1 10 1 1 2 "2" 0 10 1 0 2 0 1 1 0 1 14 2 "1" "1"
"899" 18 1 2 12 1 1 2 "2" 0 10 3 5 1 0 1 0 1 1 13 2 "1" "1"
"900" 17 1 1 6 1 1 2 "1" 1 8 1 3 1 0 1 1 0 1 13 2 "1" "1"
"901" 18 5 1 10 1 2 2 "1" 1 5 0 0 2 1 0 0 0 0 12 1 "1" "1"
"902" 16 2 2 10 1 4 1 "3" 0 8 3 2 1 0 1 1 0 0 11 2 "2" "1"
"903" 19 5 1 0 1 3 2 "1" 1 2 0 0 2 0 0 0 0 0 16 2 "3" "0"
"904" 18 1 2 10 1 1 2 "1" 1 4 1 4 1 0 1 0 0 0 15 1 "1" "1"
"905" 16 1 2 9 1 3 1 "1" 1 1 2 1 1 0 1 0 0 0 15 2 "1" "1"
"906" 16 1 2 9 1 1 2 "1" 1 4 2 0 2 0 1 1 0 1 13 1 "1" "1"
"907" 18 1 2 10 1 1 2 "2" 1 40 1 40 1 1 1 0 0 1 12 2 "1" "1"
"908" 16 2 2 9 1 3 2 "2" 1 5 1 4 1 1 1 0 0 1 12 2 "1" "1"
"909" 14 1 2 8 1 3 2 "2" 1 5 1 2 1 1 1 0 0 1 12 2 "1" "1"
"910" 15 1 2 9 1 3 1 "2" 0 5 1 0 2 0 1 0 0 0 12 1 "1" "1"
"911" 19 1 2 11 1 3 2 "2" 1 10 7 1 1 1 1 0 0 1 15 2 "9" "1"
"912" 18 1 2 8 1 1 1 "1" 1 1 1 0 2 0 1 0 0 0 15 2 "1" "1"
"913" 15 2 2 8 1 1 2 "1" 1 1 1 0 2 1 0 0 0 0 15 2 "3" "0"
"914" 17 1 2 10 1 1 1 "2" 0 15 2 1 1 0 1 0 0 1 13 2 "2" "1"
"915" 18 1 2 9 1 7 1 "2" 0 1 0 0 2 0 0 0 0 0 17 2 "1" "1"
"916" 17 2 2 11 1 1 1 "1" 1 25 5 0 2 1 1 1 0 1 9 2 "1" "1"
"917" 15 1 1 9 1 1 2 "2" 1 5 1 1 1 1 1 0 0 1 14 2 "2" "0"
"918" 15 5 1 9 1 1 2 "1" 1 15 1 0 2 1 1 0 1 1 12 1 "1" "1"
"919" 17 3 2 9 1 3 2 "2" 1 5 1 1 1 1 1 1 1 0 13 1 "1" "1"
"920" 16 5 1 9 1 3 1 "3" 0 15 14 3 1 0 0 1 0 0 11 2 "1" "1"
"921" 16 1 2 9 1 1 1 "1" 1 15 2 10 1 0 1 1 0 1 8 1 "1" "1"
"922" 17 2 2 10 1 4 2 "1" 1 3 1 0 2 0 1 0 0 0 13 1 "1" "0"
"923" 17 1 2 9 1 9 1 "1" 1 18 1 10 1 1 1 1 0 1 9 2 "1" "1"
"924" 17 1 2 10 1 1 1 "2" 1 17 5 1 1 1 1 1 0 1 11 2 "1" "1"
"925" 18 1 1 9 1 1 1 "1" 1 49 1 47 1 1 1 1 1 1 8 2 "1" "1"
"926" 18 1 1 9 1 3 2 "3" 0 21 1 2 1 0 1 1 0 0 14 2 "3" "1"
"927" 18 1 2 11 1 1 1 "2" 0 6 4 4 1 0 1 0 0 0 11 2 "1" "1"
"928" 17 2 9 7 1 3 1 "1" 1 10 0 0 2 1 0 0 0 0 9 1 "3" "0"
"929" 16 1 2 10 1 1 1 "1" 1 40 3 60 1 1 1 0 1 1 9 2 "3" "0"
"930" 17 1 2 10 1 3 1 "1" 1 8 2 0 2 0 1 0 0 0 14 1 "1" "1"
"931" 15 5 1 9 1 3 2 "4" 1 2 2 0 2 1 1 0 1 1 14 1 "3" "0"
"932" 17 2 2 9 1 9 1 "1" 1 7 1 3 1 1 1 1 0 1 13 2 "1" "1"
"933" 18 1 2 9 1 3 2 "1" 1 2 1 1 1 1 0 0 0 0 14 2 "3" "0"
"934" 18 1 1 10 1 4 2 "1" 1 99 1 1 1 1 1 0 1 0 14 1 "1" "1"
"935" 17 1 1 8 1 1 2 "1" 1 1 0 0 2 0 0 0 0 0 15 2 "1" "1"
"936" 18 1 1 11 1 1 2 "2" 0 10 4 0 2 0 1 0 1 1 14 1 "1" "1"
"937" 17 5 1 11 1 3 1 "2" 0 2 1 1 1 0 1 0 0 0 16 2 "3" "1"
"938" 16 1 2 9 1 3 1 "1" 1 6 1 0 2 1 1 0 0 1 14 2 "1" "1"
"939" 15 1 2 9 1 1 1 "2" 1 10 1 4 1 1 1 1 0 1 11 2 "1" "1"
"940" 17 2 2 8 1 3 2 "1" 1 1 0 0 2 0 0 0 0 0 13 1 "3" "1"
"941" 18 1 1 7 1 5 1 "4" 1 5 4 4 1 1 1 1 0 0 14 2 "1" "1"
"942" 16 1 2 9 1 2 2 "1" 1 2 1 1 1 0 1 0 0 0 15 2 "1" "1"
"943" 15 1 2 10 1 1 2 "1" 1 7 1 3 1 1 1 1 0 1 11 1 "1" "1"
"944" 15 2 2 7 1 1 2 "1" 1 4 11 99 9 1 1 0 1 0 9 1 "3" "0"
"945" 17 1 2 8 1 1 1 "1" 1 6 0 0 2 1 1 0 0 0 12 1 "1" "1"
"946" 16 2 2 8 1 1 1 "1" 1 5 1 0 2 0 1 0 0 0 13 2 "1" "1"
"947" 15 1 1 9 1 1 2 "2" 0 4 1 4 1 0 1 0 0 1 13 2 "1" "1"
"948" 17 1 2 10 1 2 1 "2" 1 10 2 9 1 1 1 1 0 1 13 2 "1" "1"
"949" 17 2 2 9 1 1 1 "3" 0 3 1 1 1 0 0 1 0 0 15 2 "3" "0"
"950" 16 1 2 7 1 3 2 "2" 0 1 1 2 1 0 1 1 0 1 13 2 "1" "1"
"951" 17 1 2 11 1 3 2 "2" 0 5 1 2 1 0 1 0 0 1 13 2 "1" "1"
"952" 24 1 1 12 1 3 1 "1" 1 7 1 0 2 0 1 0 0 0 15 1 "1" "1"
"953" 18 4 2 12 1 1 1 "2" 0 99 99 3 1 0 1 0 0 0 11 2 "3" "1"
"954" 20 2 2 10 1 3 1 "1" 1 2 1 0 2 0 1 0 0 0 16 2 "1" "1"
"955" 21 1 1 12 1 3 2 "1" 1 1 0 0 2 0 1 0 0 1 19 1 "1" "1"
"956" 18 1 1 10 1 1 1 "1" 1 10 2 0 2 0 1 0 1 0 11 2 "1" "1"
"957" 22 2 2 12 1 3 2 "1" 1 1 0 0 2 0 0 0 0 0 18 2 "1" "0"
"958" 20 2 2 10 1 4 1 "1" 1 1 1 1 1 0 0 0 0 0 15 2 "3" "1"
"959" 21 1 1 9 1 7 1 "1" 1 15 2 4 1 1 1 1 0 1 8 1 "2" "1"
"960" 18 1 2 11 1 3 1 "1" 1 2 1 0 2 1 0 1 0 0 16 2 "1" "1"
"961" 19 1 1 11 1 3 1 "2" 0 7 1 0 2 0 1 1 0 0 14 2 "3" "1"
"962" 19 1 2 12 1 3 2 "3" 0 2 1 0 2 0 0 1 0 0 16 2 "1" "1"
"963" 21 1 2 12 1 3 2 "1" 1 1 0 0 2 0 0 0 0 0 18 2 "1" "1"
"964" 21 2 2 12 1 3 2 "3" 1 99 1 2 1 1 0 0 0 0 10 2 "1" "1"
"965" 20 1 2 12 1 9 2 "4" 0 1 1 99 1 0 0 0 0 0 18 2 "1" "1"
"966" 19 1 2 11 1 4 2 "2" 0 99 2 1 1 0 0 0 1 0 9 2 "1" "1"
"967" 18 2 2 11 1 1 2 "3" 1 4 1 2 1 1 1 0 0 0 15 2 "1" "1"
"968" 24 1 2 9 1 1 2 "2" 1 99 99 4 1 1 1 1 0 0 11 2 "1" "1"
"969" 19 1 2 12 1 1 2 "1" 1 1 0 0 2 0 0 0 0 0 17 2 "1" "1"
"970" 18 1 2 12 1 1 1 "2" 0 4 1 1 1 0 1 0 0 0 14 2 "1" "1"
"971" 18 1 1 11 1 3 2 "2" 0 4 2 0 2 0 1 0 0 1 13 2 "1" "1"
"972" 20 2 2 10 1 4 2 "1" 1 1 0 0 2 0 0 0 0 0 15 1 "1" "0"
"973" 20 2 2 12 1 1 2 "1" 1 5 2 1 1 1 0 0 0 0 17 2 "1" "1"
"974" 20 1 2 11 1 2 2 "1" 1 7 2 4 1 0 1 0 0 0 13 2 "1" "1"
"975" 20 1 1 12 1 3 2 "2" 0 30 99 0 2 0 1 0 0 0 15 2 "1" "1"
"976" 22 1 2 12 1 3 2 "1" 1 2 0 0 2 0 1 0 0 0 16 2 "1" "1"
"977" 20 4 1 11 1 1 1 "1" 1 4 1 0 2 1 0 0 0 0 15 1 "1" "1"
"978" 19 1 2 12 1 1 1 "2" 1 4 2 0 2 1 1 0 0 1 13 2 "1" "1"
"979" 22 1 2 11 1 4 1 "2" 0 3 1 0 2 0 1 0 0 0 15 2 "3" "1"
"980" 19 1 2 11 1 4 1 "4" 0 3 0 1 1 0 1 0 0 0 16 2 "1" "1"
"981" 18 2 2 11 1 1 1 "1" 1 1 0 0 2 0 0 0 0 0 17 1 "1" "0"
"982" 20 1 1 9 1 3 1 "1" 1 13 1 2 1 1 1 0 0 0 14 1 "1" "1"
"983" 22 2 2 10 1 3 2 "3" 1 5 0 99 1 1 1 1 1 0 15 2 "1" "1"
"984" 24 1 2 10 1 3 1 "1" 1 4 1 0 2 0 0 0 1 0 16 2 "1" "1"
"985" 20 2 2 12 1 1 1 "1" 1 4 1 0 2 0 1 0 0 0 14 1 "1" "0"
"986" 20 2 2 12 1 1 2 "2" 1 15 1 1 1 1 0 1 0 0 12 2 "3" "1"
"987" 21 2 2 11 1 3 2 "2" 0 2 1 1 1 0 1 0 0 0 13 2 "3" "0"
"988" 20 2 1 11 1 1 2 "3" 0 5 1 0 2 0 1 1 1 0 11 1 "1" "1"
"989" 19 1 1 11 1 1 1 "2" 0 5 99 1 1 0 1 0 0 0 10 2 "1" "1"
"990" 21 1 2 12 1 1 1 "1" 1 2 1 0 2 0 1 0 0 0 15 2 "1" "1"
"991" 20 1 1 11 1 5 1 "1" 1 6 2 0 2 0 0 1 0 0 13 1 "2" "1"
"992" 18 1 1 9 1 3 1 "1" 1 5 1 2 1 0 0 1 0 0 17 1 "1" "1"
"993" 19 1 1 10 1 1 1 "1" 1 15 3 2 1 1 1 1 0 0 13 1 "1" "1"
"994" 19 1 1 10 1 1 1 "1" 1 10 2 3 1 1 0 1 1 0 14 1 "1" "1"
"995" 20 1 2 10 1 1 2 "2" 0 16 2 4 1 0 1 0 0 1 12 2 "1" "1"
"996" 21 2 2 11 1 3 2 "1" 1 1 0 0 2 0 0 0 0 0 18 1 "1" "1"
"997" 18 1 1 11 1 3 2 "1" 1 2 1 0 2 0 0 1 0 0 16 1 "1" "1"
"998" 19 2 2 12 1 3 1 "4" 0 7 2 1 1 0 1 0 1 0 14 2 "1" "1"
"999" 18 1 1 11 1 1 1 "1" 1 4 1 0 2 0 0 0 1 0 12 2 "1" "1"
"1000" 20 1 1 12 1 3 2 "2" 0 2 1 0 2 0 0 0 0 1 13 1 "3" "0"
"1001" 20 1 2 12 1 3 2 "2" 1 99 99 4 1 1 1 0 1 1 13 2 "1" "1"
"1002" 19 3 1 12 1 1 2 "1" 1 26 5 1 1 1 0 1 1 1 9 1 "3" "1"
"1003" 18 1 2 10 1 1 1 "2" 0 6 99 2 1 0 1 1 0 1 12 2 "1" "1"
"1004" 20 1 1 6 1 3 1 "1" 1 1 0 0 2 0 0 0 0 0 16 1 "1" "1"
"1005" 21 1 1 12 1 3 1 "1" 1 7 1 1 1 0 0 0 1 0 15 2 "1" "1"
"1006" 20 4 2 13 1 2 1 "1" 1 4 1 1 1 0 1 0 0 0 14 2 "2" "1"
"1007" 21 3 2 7 1 3 2 "1" 1 3 1 0 2 0 0 0 1 0 15 2 "2" "0"
"1008" 20 1 1 11 1 1 2 "3" 0 1 0 0 2 0 0 0 0 0 19 2 "1" "0"
"1009" 20 2 2 11 1 1 9 "1" 1 50 1 1 1 1 0 0 1 0 12 1 "3" "0"
"1010" 19 2 1 11 1 1 2 "3" 0 2 3 1 1 0 1 1 0 0 18 2 "1" "0"
"1011" 22 1 2 12 1 3 2 "1" 1 1 0 0 2 0 0 0 0 0 18 1 "1" "0"
"1012" 19 1 1 8 1 3 2 "1" 1 4 0 1 1 0 0 0 0 0 15 2 "1" "1"
"1013" 19 1 1 9 1 1 1 "2" 1 99 6 8 1 1 1 1 1 1 7 2 "2" "1"
"1014" 21 1 1 11 1 2 2 "1" 1 1 0 0 2 0 0 0 0 0 20 2 "1" "1"
"1015" 19 2 2 12 1 1 1 "4" 0 1 1 1 1 0 1 0 0 0 18 2 "1" "1"
"1016" 20 1 2 11 1 3 2 "2" 0 5 1 2 1 0 1 0 0 0 18 2 "1" "1"
"1017" 18 2 2 7 1 2 2 "1" 1 10 1 10 1 1 1 0 1 0 13 1 "1" "1"
"1018" 20 1 1 11 1 1 1 "1" 1 4 3 0 2 0 1 0 1 0 15 1 "1" "1"
"1019" 19 2 2 11 1 1 1 "3" 1 5 1 1 1 1 0 1 0 0 14 2 "3" "1"
"1020" 22 1 2 12 1 2 1 "1" 1 1 0 1 1 1 0 0 0 0 19 2 "1" "1"
"1021" 20 2 2 9 1 4 1 "1" 1 5 1 0 2 1 0 0 0 0 14 1 "1" "0"
"1022" 17 2 2 11 1 1 1 "1" 1 5 1 0 2 0 0 0 1 0 15 2 "1" "1"
"1023" 20 1 1 9 1 3 1 "1" 1 3 0 0 2 0 1 0 0 0 10 1 "1" "1"
"1024" 19 1 1 12 1 3 2 "2" 1 99 2 1 1 1 1 1 0 0 12 2 "1" "1"
"1025" 19 2 2 12 1 1 1 "3" 0 10 4 3 1 0 1 1 1 1 12 2 "1" "1"
"1026" 19 2 2 11 1 1 1 "1" 1 9 2 7 1 0 1 1 0 0 11 1 "1" "1"
"1027" 20 2 2 11 1 1 2 "9" 0 2 1 0 2 0 1 1 0 0 15 2 "1" "0"
"1028" 20 1 2 11 1 1 1 "1" 1 15 1 0 2 0 1 0 0 1 14 2 "1" "1"
"1029" 18 1 1 11 1 3 1 "2" 0 7 1 1 1 0 1 1 0 0 14 2 "1" "1"
"1030" 19 1 1 11 1 3 2 "2" 1 6 1 1 1 1 1 0 0 0 16 2 "1" "1"
"1031" 17 1 2 9 1 2 1 "2" 0 20 6 7 1 0 1 1 1 1 7 2 "1" "1"
"1032" 19 4 2 10 1 2 1 "1" 1 2 1 0 2 0 0 0 0 0 15 1 "1" "1"
"1033" 19 1 2 12 1 1 1 "2" 0 12 5 6 1 0 1 0 0 0 6 2 "1" "1"
"1034" 18 2 2 11 1 1 1 "3" 0 3 0 1 1 0 0 1 0 0 17 2 "1" "1"
"1035" 17 1 1 13 1 4 1 "1" 1 9 6 8 1 1 1 0 1 1 13 1 "1" "1"
"1036" 18 2 2 10 1 1 2 "1" 1 3 0 2 1 0 0 0 0 0 15 1 "1" "1"
"1037" 21 1 2 12 1 3 2 "2" 0 10 1 1 1 0 0 0 0 0 14 2 "1" "1"
"1038" 18 1 1 14 1 3 1 "1" 1 4 1 3 1 0 1 0 0 1 14 1 "1" "1"
"1039" 16 1 2 11 1 3 2 "2" 1 13 8 5 1 1 1 1 0 1 11 1 "1" "1"
"1040" 19 1 1 7 1 3 2 "1" 1 1 0 0 2 0 0 0 0 0 17 1 "1" "1"
"1041" 20 2 2 12 1 3 1 "3" 1 24 1 1 1 1 0 1 1 0 16 1 "1" "1"
"1042" 18 1 1 8 1 3 1 "1" 1 8 2 0 2 0 1 0 1 1 11 1 "1" "1"
