"TotalComp" "WideIndustry" "Company" "CEO" "CityofBirth" "StateofBirth" "Age" "Undergrad" "UGDegree" "UGDate" "AgeOfUnder" "Graduate" "GradDegree" "MBA" "MasterPhd" "G_date" "AgeOfGradu" "YearsFirm" "YearsCEO" "Salary" "Bonus" "other" "St_gains" "Compfor5yrs" "Stockowned" "Sales" "Profits" "Returnover5yrs" "Industry" "IndustryCode" "Log10TC1"
"587" 730000 "Forest" "Stone Container" "Mr. Roger W Stone" "Chicago" "IL" 59 "U of Pennsylvan" "BS" 57 22 "" "none" 0 0 NA NA 37 15 730000 NA NA NA 6483360 1.89699995517731 5060 -319.200012207031 -13 "Forest products-packaging" 9 5.86332321166992
"588" 1140670 "Forest" "Temple-Inland" "Mr. Clifford J Grum" "Davenport" "IA" 59 "Austin C" "BA" 56 21 "U of Pennsylvan" "MBA" 1 1 58 23 26 10 495250 100000 2500 542921 9785850 0.577000021934509 2736 67.4000015258789 15 "Forest products-packaging" 9 6.05715990066528
"589" 1211630 "Forest" "Sonoco Products" "Mr. Charles W Coker" "Hartsville" "SC" 61 "Princeton" "BA" 55 22 "Harvard" "MBA" 1 1 57 24 36 24 575834 451567 184233 NA 6309000 1.18599998950958 1947 118.800003051758 8 "Forest products-packaging" 9 6.08337020874023
"590" 1558640 "Forest" "Owens-Illinois" "Mr. Joseph H Lemieux" "Providence" "RI" 63 "Bryant C" "BS" 57 26 "" "none" 0 0 NA NA 37 4 515000 656000 387635 NA 5063050 0.156000003218651 3535 17.6000003814697 -3 "Forest products-packaging" 9 6.19274616241455
"591" 12203300 "Forest" "Louisiana-Pacific" "Mr. Harry A Merlo" "Stirling City" "CA" 69 "U of Cal Berkel" "BS" 49 24 "" "none" 0 0 NA NA 44 20 650000 NA 11553300 NA 22134100 1.14300000667572 2511 254.399993896484 31 "Forest products-paperlumber" 9 7.08647680282593
"592" 1203490 "Forest" "Union Camp" "Mr. Raymond E Cartledge" "Pensacola" "FL" 64 "U of Alabama" "BS" 52 22 "" "none" 0 0 NA NA 38 8 610000 128400 189525 275560 5462120 0.0869999974966049 3120 50 8 "Forest products-paperlumber" 9 6.08044195175171
"593" 731500 "Forest" "Westvaco" "Mr. John A Luke Jr" "New York" "NY" 45 "Lawrence U Wisc" "BA" 71 22 "U of Penn-Whart" "MBA" 1 1 79 30 15 2 700000 NA 31500 NA NA 0.0759999975562096 2361 51.4000015258789 5 "Forest products-paperlumber" 9 5.86421394348145
"594" 2702360 "Forest" "International Paper" "Mr. John A Georges" "El Paso" "TX" 63 "U of Illinois" "BS" 51 20 "Drexel U" "MBA" 1 1 57 26 15 10 880833 525000 1296530 NA 14474600 0.168999999761581 13685 289 11 "Forest products-paperlumber" 9 6.43174314498901
"595" 978033 "Forest" "Potlatch" "Mr. John M Richards" "Spokane" "WA" 57 "Stanford U" "BA" 59 22 "Harvard" "MBA" 1 1 61 24 30 1 385600 135300 16195 440938 NA 0.034000001847744 1369 38.2999992370605 9 "Forest products-paperlumber" 9 5.99035406112671
"596" 2544730 "Forest" "Georgia-Pacific" "Mr. Alston D Correll" "Brunswick" "GA" 53 "U of Georgia" "BS" 63 22 "U of Maine" "MS" 0 1 67 26 6 1 816667 550000 1178060 NA NA 0.0860000029206276 12330 -18 12 "Forest products-paperlumber" 9 6.40564203262329
"597" 1291100 "Forest" "Weyerhaeuser" "Mr. John W Creighton Jr" "Pittsburgh" "PA" 61 "Ohio State U" "BS" 54 21 "Ohio State U" "JD" 0 1 57 24 24 3 682740 430000 6296 172064 2923030 0.0209999997168779 9545 527.299987792969 15 "Forest products-paperlumber" 9 6.11096000671387
"598" 686093 "Forest" "Boise Cascade" "Mr. John B Fery" "Bellingham" "WA" 64 "U of Washington" "BA" 53 23 "Stanford U" "MBA" 1 1 55 25 37 22 619500 NA 66593 NA 3887900 0.26800000667572 3958 -77.0999984741211 -8 "Forest products-paperlumber" 9 5.83638286590576
"599" 428299 "Forest" "Consolidated Papers" "Mr. Patrick F Brennan" "New York" "NY" 62 "Fordham U" "BA" 57 25 "" "none" 0 0 NA NA 31 1 422173 NA 6126 NA NA 0.0359999984502792 947 64.1999969482422 6 "Forest products-paperlumber" 9 5.63174676895142
"600" 1435630 "Forest" "Mead" "Mr. Steven C Mason" "Canada" "" 58 "MIT" "BS" 57 21 "" "none" 0 0 NA NA 37 2 518751 433100 188899 294875 2676440 0.118000000715256 4790 124.099998474121 5 "Forest products-paperlumber" 9 6.15704298019409
"601" 597437 "Forest" "Bowater" "Mr. Anthony P Gammie" "England" "" 59 "" "" NA NA "" "none" 0 0 NA NA 39 11 575000 NA 22437 NA 3183910 0.12899999320507 1354 -64.5 -1 "Forest products-paperlumber" 9 5.776291847229
"602" 1391630 "Forest" "Champion Internation" "Mr. Andrew C Sigler" "Brooklyn" "NY" 62 "Dartmouth" "AB" 53 21 "Dartmouth" "MBA" 1 1 56 24 38 20 890000 220000 180871 100756 7603900 0.063000001013279 5069 -134.5 1 "Forest products-paperlumber" 9 6.14352416992188
"603" 934142 "Forest" "Willamette Industrie" "Mr. WilliamSwindells" "Oakland" "CA" 63 "Stanford U" "BS" 53 22 "" "none" 0 0 NA NA 41 12 588000 NA 76142 270000 4057660 5.74499988555908 2622 110.699996948242 20 "Forest products-paperlumber" 9 5.97041320800781
"604" 281063 "Health" "ALZA" "Dr. ErnestMario" "Clifton" "NJ" 55 "Rutgers" "BS" 61 22 "U of Rhode Isla" "PhD" 0 1 65 26 1 1 250000 25000 6063 NA NA 0.00600000005215406 214 42.9000015258789 13 "Health-biotechnology" 3 5.44880390167236
"605" 1339200 "Health" "Chiron" "Mr. Edward E Penhoet" "Oakland" "CA" 53 "Stanford U" "AB" 63 22 "U of Washington" "PhD" 0 1 68 27 13 13 323122 247754 7075 761250 3659400 0.388999998569489 318 18.3999996185303 29 "Health-biotechnology" 3 6.12684488296509
"606" 1286970 "Health" "Genentech" "Mr. G KirkRaab" "New York" "NY" 58 "Colgate U" "BA" 59 23 "" "none" 0 0 NA NA 9 4 745000 300000 241968 NA 12680000 0.0140000004321337 608 58.9000015258789 20 "Health-biotechnology" 3 6.10956811904907
"607" 1084160 "Health" "Amgen" "Mr. Gordon M Binder" "St Louis" "MO" 58 "Purdue U" "BSE" 57 21 "Harvard" "MBA" 1 1 62 26 12 6 466676 487057 130428 NA 4318970 0.142000004649162 1374 374.600006103516 41 "Health-biotechnology" 3 6.03509283065796
"608" 1719760 "Health" "Cardinal Health" "Mr. Robert D Walter" "Mansfield" "OH" 48 "Ohio U" "BS" 67 21 "Harvard" "MBA" 1 1 70 24 23 23 424046 190000 771377 334334 5311310 11.423999786377 2304 38.5 36 "Health-drugs" 3 6.2354679107666
"609" 5852520 "Health" "Schering-Plough" "Mr. Robert P Luciano" "New York" "NY" 60 "CUNY City" "BBA" 54 20 "U of Michigan" "JD" 0 1 58 24 16 12 1070000 947000 1948740 1886770 20411800 0.0130000002682209 4341 825 15 "Health-drugs" 3 6.76734304428101
"610" 1578690 "Health" "Rhone-Poulenc Rorer" "Mr. Robert E Cawthorn" "England" "" 58 "Cambridge" "BS" 59 23 "" "none" 0 0 NA NA 12 9 733430 448490 396766 NA 15149700 0.0939999967813492 4019 421.100006103516 11 "Health-drugs" 3 6.19829702377319
"611" 2837870 "Health" "Abbott Laboratories" "Mr. Duane L Burnham" "Excelsior" "MN" 52 "U of Minnesota" "BS" 63 21 "U of Minnesota" "MBA" 1 1 72 30 12 4 772615 725000 1340260 NA 18293500 0.0529999993741512 8408 1399.09997558594 17 "Health-drugs" 3 6.45299196243286
"612" 605250 "Health" "Perrigo" "Mr. Michael J Jandernoa" "Detroit" "MI" 44 "U of Michigan" "BA" 73 23 "" "none" 0 0 NA NA 15 8 291100 300629 13521 NA 1757280 13.3900003433228 634 52.4000015258789 20 "Health-drugs" 3 5.78193521499634
"613" 874935 "Health" "Mallinckrodt Group" "Mr. C RayHolman" "Little Rock" "AR" 51 "U of Missouri" "BS" 64 21 "" "none" 0 0 NA NA 18 1 433013 220000 15543 206379 NA 0.128000006079674 1850 -102.900001525879 21 "Health-drugs" 3 5.94197607040405
"614" 867002 "Health" "Marion Merrell Dow" "Mr. Fred W Lyons Jr" "Youngstown" "OH" 58 "U of Michigan" "BS" 57 21 "Harvard" "MBA" 1 1 59 23 24 10 675000 NA 192002 NA 15149200 0.0829999968409538 2818 362 NA "Health-drugs" 3 5.9380202293396
"615" 343400 "Health" "IVAX" "Dr. PhillipFrost" "Philadelphia" "PA" 57 "U of Pennsylvan" "BA" 57 20 "Yeshiva U Einst" "MD" 0 1 61 24 7 7 340000 NA 3400 NA 1851320 17.4689998626709 645 84.6999969482422 33 "Health-drugs" 3 5.53579998016357
"616" 6057940 "Health" "American Home Produc" "Mr. John R Stafford" "Harrisburg" "PA" 56 "Dickinson C" "BA" 59 21 "George Washingt" "LLB" 0 1 62 24 24 7 1085000 1085000 32550 3855390 21682300 0.0410000011324883 8305 1469.30004882812 11 "Health-drugs" 3 6.78232479095459
"617" 878750 "Health" "National Intergroup" "Mr. Abbey J Butler" "New York" "NY" 56 "American U" "BS" 58 20 "" "none" 0 0 NA NA 4 3 702000 175000 1750 NA NA 9.59000015258789 5388 8.60000038146973 -1 "Health-drugs" 3 5.9438648223877
"618" 1075910 "Health" "American Cyanamid" "Mr. Albert J Costello" "New York" "NY" 58 "Fordham U" "BS" 57 21 "NYU" "MS" 0 1 64 28 37 1 525000 329649 221265 NA NA 0.0109999999403954 4277 -163.699996948242 2 "Health-drugs" 3 6.0317759513855
"619" 1735400 "Health" "Eli Lilly" "Mr. Randall L Tobias" "Lafayette" "IN" 52 "Indiana U" "BS" 64 22 "" "none" 0 0 NA NA 1 1 503182 418861 813359 NA NA 0.00899999961256981 6452 491.100006103516 3 "Health-drugs" 3 6.23939990997314
"620" 3972810 "Health" "Bristol-Myers Squibb" "Mr. Charles A Heimbold Jr" "Newark" "NJ" 60 "Villanova" "BA" 54 20 "U of Pennsylvan" "LLB" 0 1 60 26 31 1 828625 621121 2523070 NA NA 0.0260000005364418 11413 1959 6 "Health-drugs" 3 6.59909820556641
"621" 1365540 "Health" "McKesson" "Mr. AlanSeelenfreund" "New York" "NY" 57 "Cornell" "BME" 59 22 "Stanford U" "PhD" 0 1 67 30 19 5 500000 550000 207410 108127 5019550 0.133000001311302 12203 150.5 20 "Health-drugs" 3 6.13530397415161
"622" 4956200 "Health" "Mylan Laboratories" "Mr. MilanPuskar" "Vintondale" "PA" 59 "Youngstown Stat" "BS" 60 25 "" "none" 0 0 NA NA 33 1 700000 1400000 481200 2375000 NA 2.18799996376038 244 77.0999984741211 34 "Health-drugs" 3 6.69514894485474
"623" 800000 "Health" "Upjohn" "Mr. John L Zabriskie" "Auburn" "NY" 54 "Dartmouth" "BS" 61 21 "U of Rochester" "PhD" 0 1 65 25 1 1 800000 NA NA NA NA 0.0209999997168779 3653 411.299987792969 3 "Health-drugs" 3 5.90309000015259
"624" 3404080 "Health" "Bergen Brunswig" "Mr. Robert E Martini" "Hackensack" "NJ" 62 "Ohio State U" "BS" 54 22 "" "none" 0 0 NA NA 38 4 559154 200000 139648 2505280 6498920 7.48999977111816 7058 27 1 "Health-drugs" 3 6.53200006484985
"625" 2085600 "Health" "Warner-Lambert" "Mr. Melvin R Goodes" "Canada" "" 59 "Queens U" "BA" 57 22 "U of Chicago" "MBA" 1 1 60 25 29 3 820000 586000 679601 NA 9995930 0.090999998152256 5794 285 11 "Health-drugs" 3 6.3192310333252
"626" 2065800 "Health" "Pfizer" "Mr. William C Steere Jr" "Ann Arbor" "MI" 57 "Stanford U" "BA" 59 22 "" "none" 0 0 NA NA 35 3 1100000 800000 64000 101796 6811560 0.0219999998807907 7478 657.5 17 "Health-drugs" 3 6.31508779525757
"627" 3549720 "Health" "Merck" "Dr. P RoyVagelos" "Westfield" "NJ" 64 "U of Pennsylvan" "AB" 50 20 "Columbia" "MD" 0 1 54 24 19 9 1040630 1200000 1309100 NA 23345800 0.0700000002980232 10498 2166.19995117188 9 "Health-drugs" 3 6.55019378662109
"628" 740335 "Health" "Bindley Western Indu" "Mr. William E Bindley" "Terre Haute" "IN" 53 "Purdue U" "BS" 61 20 "" "none" 0 0 NA NA 27 27 514400 165000 60935 NA 2955830 28.3360004425049 3426 9.60000038146973 9 "Health-drugs" 3 5.8694281578064
"629" 32582300 "Health" "Forest Laboratories" "Mr. HowardSolomon" "New York" "NY" 66 "CUNY City" "BA" 49 21 "Yale" "JD" 0 1 52 24 17 17 482885 60000 5707 32033700 62818700 1.25800001621246 333 75.6999969482422 23 "Health-drugs" 3 7.51298189163208
"630" 782500 "Health" "Manor Care" "Mr. StewartBainum Jr" "Takoma Park" "MD" 48 "Pacific Union C" "BA" 68 22 "UCLA" "MBA" 1 1 70 24 22 7 499200 269568 13732 NA 3484180 2.93300008773804 1119 73 24 "Health-health care services" 3 5.89348411560059
"631" 850000 "Health" "National Medical Ent" "Mr. JeffreyBarbakow" "Los Angeles" "CA" 50 "San Jose State" "BS" 66 22 "USC" "MBA" 1 1 68 24 1 1 850000 NA NA NA NA 0.0109999999403954 3435 -270.100006103516 6 "Health-health care services" 3 5.92941904067993
"632" 726396 "Health" "Columbia/HCA Healthc" "Mr. Richard L Scott" "Kansas City" "MO" 41 "U of Missouri" "BBA" 75 22 "SMU" "JD" 0 1 78 25 7 7 371000 350000 5396 NA 1545760 1.89100003242493 10252 591 NA "Health-health care services" 3 5.86117315292358
"633" NA "Health" "FHP International" "Mr. Mark B Hacken" "New York" "NY" 58 "U of Florida" "BSP" 56 20 "" "none" 0 0 NA NA 1 1 NA NA NA NA NA 9.99999974737875e-06 2265 53.0999984741211 19 "Health-health care services" 3 NA
"634" 1746990 "Health" "United HealthCare" "Dr. William W McGuire" "Troy" "NY" 46 "U of Texas Aust" "BA" 70 22 "U of Texas Galv" "MD" 0 1 74 26 6 3 575000 1121250 50740 NA 22431200 0.266000002622604 2469 194.600006103516 89 "Health-health care services" 3 6.24229001998901
"635" 1844640 "Health" "PacifiCare Health Sy" "Mr. AlanHoops" "Long Beach" "CA" 46 "UCLA" "BS" 69 21 "U of Washington" "MS" 0 1 73 25 17 1 344380 300000 297378 902877 NA 0.878000020980835 2382 66.6999969482422 54 "Health-health care services" 3 6.26591205596924
"636" 1825810 "Health" "American Medical Hol" "Mr. Robert W O'Leary" "New Bedford" "MA" 50 "U of Massachuse" "BS" 65 21 "Suffolk U" "JD" 0 1 73 29 3 3 750000 685146 390666 NA 3979110 0.0520000010728836 2255 72.9000015258789 -1 "Health-health care services" 3 6.26145601272583
"637" 4697230 "Health" "HealthTrust" "Mr. R ClaytonMcWhorter" "Chattanooga" "TN" 60 "Samford U" "BS" 55 21 "" "none" 0 0 NA NA 24 7 750000 375000 3572230 NA 6630930 0.781000018119812 2425 140.699996948242 37 "Health-health care services" 3 6.67184209823608
"638" NA "Health" "National Health Labo" "Mr. James R Maher" "Worcester" "MA" 44 "Boston C" "BA" 71 21 "Columbia" "MBA" 1 1 76 26 1 1 NA NA NA NA NA 9.99999974737875e-06 761 112.699996948242 16 "Health-health care services" 3 NA
"639" 1104830 "Health" "Beverly Enterprises" "Mr. David R Banks" "Arcadia" "WI" 57 "U of Arkansas" "BA" 59 22 "" "none" 0 0 NA NA 22 5 519231 235000 350595 NA 4300810 0.153999999165535 2871 60.2999992370605 8 "Health-health care services" 3 6.04329490661621
"640" 2955800 "Health" "US Healthcare" "Mr. LeonardAbramson" "Philadelphia" "PA" 61 "Penn State U" "BA" 54 21 "Nova U" "MPA" 0 1 78 45 18 18 1841000 1064400 50400 NA 16907100 11.4799995422363 2580 299.700012207031 72 "Health-health care services" 3 6.47067499160767
"641" 5296770 "Health" "Humana" "Mr. David A Jones" "Louisville" "KY" 62 "U of Louisville" "BS" 54 22 "Yale" "JD" 0 1 60 28 33 33 790600 790126 744066 2971970 16948100 5.89499998092651 3137 89 25 "Health-health care services" 3 6.72401094436646
"642" 1382450 "Health" "WellPoint Health Net" "Mr. Leonard D Schaeffer" "Chicago" "IL" 48 "Princeton" "BA" 69 23 "" "none" 0 0 NA NA 8 8 572262 272895 537292 NA NA 0.804000020027161 2449 186.600006103516 -6 "Health-health care services" 3 6.14064884185791
"643" 943015 "Health" "Pall" "Mr. Maurice G Hardy" "England" "" 64 "Merchant Ventur" "BSM" 49 19 "" "none" 0 0 NA NA 32 5 441012 382225 119778 NA 6574260 0.172999992966652 683 97.1999969482422 14 "Health-medical supplies" 3 5.97451877593994
"644" 2755790 "Health" "Hillenbrand Industri" "Mr. W AugustHillenbrand" "Batesville" "IN" 53 "St Joseph's IND" "BS" 65 24 "" "none" 0 0 NA NA 28 5 586461 531000 1638330 NA 7986930 5.02400016784668 1448 145.800003051758 25 "Health-medical supplies" 3 6.44024610519409
"645" 2100190 "Health" "JohnsonJohnson" "Mr. Ralph S Larsen" "Brooklyn" "NY" 55 "Hofstra U" "BBA" 62 23 "" "none" 0 0 NA NA 32 5 890000 448125 342353 419716 11036500 0.0179999992251396 14138 1787 13 "Health-medical supplies" 3 6.32225894927979
"646" 759057 "Health" "St Jude Medical" "Mr. Ronald A Matricaria" "" "" 51 "Mass C of Pharm" "BS" 66 23 "" "none" 0 0 NA NA 1 1 400000 358250 807 NA NA 0.0860000029206276 253 109.599998474121 14 "Health-medical supplies" 3 5.88027381896973
"647" 918782 "Health" "Allergan" "Mr. William C Shepherd" "San Francisco" "CA" 55 "U of Cal Berkel" "BS" 63 24 "Pepperdine U" "MBA" 1 1 76 37 28 2 494348 320000 23235 81199 2480920 0.150000005960464 859 108.900001525879 -1 "Health-medical supplies" 3 5.96321201324463
"648" 1367230 "Health" "Becton Dickinson" "Mr. Raymond V Gilmartin" "Washington" "DC" 53 "Union C" "BSE" 63 22 "Harvard" "MBA" 1 1 68 27 18 5 629167 420000 29388 288671 5329840 0.0879999995231628 2459 215.199996948242 10 "Health-medical supplies" 3 6.13584184646606
"649" 3351020 "Health" "BauschLomb" "Mr. Daniel E Gill" "Ziegler" "IL" 57 "Northwestern U" "BS" 58 21 "" "none" 0 0 NA NA 15 13 950000 680000 1636800 84219 21702700 0.186000004410744 1872 156.5 16 "Health-medical supplies" 3 6.52517700195312
"650" 1380240 "Health" "Medtronic" "Mr. William W George" "Muskegon" "MI" 51 "Georgia Tech" "BSI" 64 21 "Harvard" "MBA" 1 1 66 23 5 3 479991 338394 561850 NA 3659280 0.0810000002384186 1356 223.600006103516 31 "Health-medical supplies" 3 6.13995504379272
"651" 2782690 "Health" "Baxter International" "Mr. Vernon R Loucks Jr" "Evanston" "IL" 59 "Yale" "BA" 57 22 "Harvard" "MBA" 1 1 63 28 28 14 693231 500000 918721 670733 15536500 0.116999998688698 8879 -268 8 "Health-medical supplies" 3 6.44446516036987
"652" 2757750 "Health" "US Surgical" "Mr. Leon C Hirsch" "Bronx" "NY" 66 "" "" NA NA "" "none" 0 0 NA NA 30 30 1026020 352680 1379060 NA 114346000 3.05599999427795 1037 -138.699996948242 17 "Health-medical supplies" 3 6.44055509567261
"653" 9678660 "Insurance" "Leucadia National" "Mr. Ian M Cumming" "Canada" "" 54 "U of Kansas" "" 62 22 "" "none" 0 0 NA NA 16 16 464412 1614120 250127 7350000 17392700 19.5209999084473 1408 116.300003051758 38 "Insurance-diversified" 4 6.98581504821777
"654" 1228170 "Insurance" "Lincoln National" "Mr. Ian M Rolland" "Fort Wayne" "IN" 60 "DePauw U" "BA" 55 21 "U of Michigan" "MA" 0 1 56 22 38 17 896494 NA 331680 NA 7502400 0.109999999403954 8290 415.299987792969 15 "Insurance-diversified" 4 6.08925819396973
"655" 785563 "Insurance" "Horace Mann Educator" "Mr. Paul J Kardos" "Vandergrift" "PA" 57 "Grove City C" "BS" 62 25 "" "none" 0 0 NA NA 17 12 363750 400000 21813 NA 3030040 1.75100004673004 708 77.1999969482422 15 "Insurance-diversified" 4 5.89518117904663
"656" 3493700 "Insurance" "Old Republic Interna" "Mr. A C Zucaro" "France" "" 55 "CUNY Queens" "BS" 62 23 "" "none" 0 0 NA NA 18 4 454850 400000 5486 2633370 5715640 0.354999989271164 1736 166.399993896484 19 "Insurance-diversified" 4 6.54328584671021
"657" 2341180 "Insurance" "Aetna LifeCasualty" "Mr. Ronald E Compton" "Chicago" "IL" 61 "Northwestern U" "BA" 54 21 "" "none" 0 0 NA NA 40 2 775000 550000 68813 947362 4002120 0.017000000923872 17118 -588.299987792969 7 "Insurance-diversified" 4 6.36943483352661
"658" 5095980 "Insurance" "American Internation" "Mr. Maurice R Greenberg" "New York" "NY" 69 "U of Miami" "BA" 48 23 "NY Law School" "LLB" 0 1 50 25 33 27 1231730 1100000 2998 2761250 14833300 2.15100002288818 20135 1918.09997558594 15 "Insurance-diversified" 4 6.70722818374634
"659" 1113340 "Insurance" "Safeco" "Mr. Roger H Eigsti" "Vancouver" "WA" 52 "Linfield C" "BS" 64 22 "" "none" 0 0 NA NA 22 2 516667 51667 295013 249992 2476230 0.0540000014007092 3517 425.899993896484 17 "Insurance-diversified" 4 6.04662799835205
"660" 946817 "Insurance" "Cigna" "Mr. Wilson H Taylor" "Hartford" "CT" 50 "Trinity College" "BS" 64 20 "" "none" 0 0 NA NA 30 6 790000 NA 53567 103250 8219730 0.104999996721745 18402 234 8 "Insurance-diversified" 4 5.9762659072876
"661" 400300 "Insurance" "Unitrin" "Mr. Richard C Vie" "St Louis" "MO" 56 "" "" NA NA "" "none" 0 0 NA NA 11 2 315000 85000 300 NA 1084050 9.99999974737875e-06 1363 95 9 "Insurance-diversified" 4 5.60238599777222
"662" 500016 "Insurance" "Southwestern Life" "Mr. Robert L Beisenherz" "Houston" "TX" 48 "U of Texas Aust" "BBA" 68 22 "" "none" 0 0 NA NA 4 2 500016 NA NA NA NA 9.99999974737875e-06 968 287 6 "Insurance-lifehealth" 4 5.69898414611816
"663" 2092140 "Insurance" "Transamerica" "Mr. Frank C Herringer" "New York" "NY" 51 "Dartmouth" "AB" 64 21 "Dartmouth" "MBA" 1 1 65 22 15 3 930000 850000 173851 138291 6589710 0.0560000017285347 4833 400.5 14 "Insurance-lifehealth" 4 6.32059097290039
"664" 2185610 "Insurance" "USLife" "Mr. Gordon E Crosby Jr" "Remsen" "IA" 73 "U of Missouri" "BS" 46 25 "" "none" 0 0 NA NA 35 28 868846 580000 657407 79361 9619170 1.10599994659424 1600 97.1999969482422 11 "Insurance-lifehealth" 4 6.33957290649414
"665" 1547770 "Insurance" "NWNL Cos" "Mr. John G Turner" "Springfield" "MA" 54 "Amherst C" "BA" 61 21 "" "none" 0 0 NA NA 27 3 513939 377263 341602 314962 3126330 0.237000003457069 1490 82.5 18 "Insurance-lifehealth" 4 6.18970584869385
"666" 1872100 "Insurance" "Equitable of Iowa Co" "Mr. Frederick S Hubbell" "Des Moines" "IA" 43 "U of North Caro" "BA" 73 22 "U of Iowa" "JD" 0 1 76 25 11 5 395833 320000 41570 1114690 5185300 1.74100005626678 573 87.1999969482422 44 "Insurance-lifehealth" 4 6.27232885360718
"667" 12385900 "Insurance" "Equitable Cos" "Mr. Richard H Jenrette" "Raleigh" "NC" 65 "U of North Caro" "BA" 51 22 "Harvard" "MBA" 1 1 57 28 35 4 730000 11400000 255896 NA 21332500 9.99999974737875e-06 6480 234.5 74 "Insurance-lifehealth" 4 7.09292793273926
"668" 302344 "Insurance" "Uslico" "Mr. Daniel J Callahan III" "Washington" "DC" 62 "Williams C" "BA" 54 22 "" "none" 0 0 NA NA 2 2 300000 NA 2344 NA NA 0.0189999993890524 418 23.6000003814697 -1 "Insurance-lifehealth" 4 5.48050117492676
"669" 2975850 "Insurance" "UNUM" "Mr. James F Orr III" "Minneapolis" "MN" 51 "Villanova" "BS" 65 22 "Boston U" "MBA" 1 1 70 27 8 7 606154 454600 27439 1887660 11132000 0.171000003814697 3397 312 30 "Insurance-lifehealth" 4 6.47361087799072
"670" 2668750 "Insurance" "American National In" "Mr. Robert L Moody" "Galveston" "TX" 58 "" "" NA NA "" "none" 0 0 NA NA 12 3 2667730 NA 1016 NA 7328710 1.317999958992 1329 185.5 11 "Insurance-lifehealth" 4 6.42630815505981
"671" 2160710 "Insurance" "Torchmark" "Mr. Ronald K Richey" "Erie" "KS" 67 "Washburn U" "BA" 49 22 "Washburn U" "JD" 0 1 51 24 30 9 1166680 833324 160710 NA 47971700 1.32500004768372 2177 279.600006103516 16 "Insurance-lifehealth" 4 6.33459615707397
"672" 10780600 "Insurance" "SunAmerica" "Mr. EliBroad" "New York" "NY" 60 "Michigan State" "BA" 54 20 "" "none" 0 0 NA NA 37 37 595833 970320 972835 8241610 21736600 19.1860008239746 884 138.600006103516 38 "Insurance-lifehealth" 4 7.03264284133911
"673" 5302870 "Insurance" "Aflac" "Mr. Daniel P Amos" "Pensacola" "FL" 42 "U of Georgia" "BS" 73 21 "" "none" 0 0 NA NA 21 4 913218 658346 245049 3486260 13743100 0.898000001907349 5001 243.899993896484 20 "Insurance-lifehealth" 4 6.72451114654541
"674" NA "Insurance" "CCP Insurance" "Mr. Stephen C Hilbert" "Terre Haute" "IN" 48 "" "" NA NA "" "none" 0 0 NA NA 15 2 NA NA NA NA NA 0.0540000014007092 633 107.599998474121 26 "Insurance-lifehealth" 4 NA
"675" 38675400 "Insurance" "Conseco" "Mr. Stephen C Hilbert" "Terre Haute" "IN" 48 "" "" NA NA "" "none" 0 0 NA NA 15 15 250000 8287670 190570 29947100 51156100 2.84200000762939 2637 308.899993896484 76 "Insurance-lifehealth" 4 7.58743476867676
"676" 570542 "Insurance" "First Colony" "Mr. Bruce C Gottwald Jr" "Richmond" "VA" 36 "VMI" "BA" 80 22 "Col of William" "MBA" 1 1 84 26 2 2 346000 215600 8942 NA NA 0.451999992132187 1560 203.899993896484 -23 "Insurance-lifehealth" 4 5.75628805160522
"677" 1796480 "Insurance" "Kemper" "Mr. David B Mathis" "Atlanta" "GA" 56 "Lake Forest C" "BA" 60 22 "" "none" 0 0 NA NA 38 2 531308 960000 305168 NA 3920030 0.157000005245209 1549 247.399993896484 16 "Insurance-lifehealth" 4 6.25442218780518
"678" 2321800 "Insurance" "Providian" "Mr. Irving W Bailey II" "Cambridge" "MA" 52 "U of Colorado" "BA" 63 21 "NYU" "MBA" 1 1 68 26 13 6 666154 457400 551490 646759 10178200 0.148000001907349 2884 322.700012207031 15 "Insurance-lifehealth" 4 6.36582517623901
"679" 1186920 "Insurance" "Protective Life" "Mr. DraytonNabers Jr" "Birmingham" "AL" 53 "Princeton" "AB" 62 21 "Yale" "LLB" 0 1 65 24 15 2 398583 365700 422638 NA NA 0.233999997377396 760 56.5999984741211 32 "Insurance-lifehealth" 4 6.07442092895508
"680" 1217960 "Insurance" "Aon" "Mr. Patrick G Ryan" "Milwaukee" "WI" 57 "Northwestern U" "BS" 59 22 "" "none" 0 0 NA NA 30 12 813462 310000 94496 NA 5102240 13.3299999237061 3845 323.799987792969 14 "Insurance-lifehealth" 4 6.08563280105591
"681" 985500 "Insurance" "Jefferson-Pilot" "Mr. David A Stonecipher" "Cleveland" "TN" 53 "Vanderbilt U" "BBA" 62 21 "Georgia State U" "MS" 0 1 67 26 2 1 750000 235500 NA NA NA 0.0410000011324883 1247 219.300003051758 20 "Insurance-lifehealth" 4 5.99365711212158
"682" 1369120 "Insurance" "Provident LifeAcci" "Mr. J. HaroldChandler" "Belton" "SC" 45 "Wofford C" "BA" 71 22 "U of S Carolina" "MBA" 1 1 72 23 1 1 650000 500000 219120 NA NA 0.0149999996647239 2938 -81.1999969482422 9 "Insurance-lifehealth" 4 6.13644218444824
