"state" "statefips" "county" "countycode" "acres1997" "acres2002" "acres2007" "farms1997" "farms2002" "farms2007" "large1997" "large2002" "large2007" "small1997" "small2002" "small2007"
"2393" "SOUTH DAKOTA" 46 "TODD" 121 1079624 916619 869445 218 249 258 136 154 121 4 3 8
"2394" "SOUTH DAKOTA" 46 "TRIPP" 123 899661 1053698 1014336 669 666 624 296 325 290 24 14 11
"2395" "SOUTH DAKOTA" 46 "TURNER" 125 381606 347559 371436 932 713 722 79 86 103 29 12 30
"2396" "SOUTH DAKOTA" 46 "UNION" 127 283279 276588 278916 553 522 521 93 80 93 27 25 29
"2397" "SOUTH DAKOTA" 46 "WALWORTH" 129 418783 427303 444128 339 299 279 141 122 104 12 5 10
"2398" "SOUTH DAKOTA" 46 "YANKTON" 135 299903 342058 322242 730 690 658 77 97 91 57 27 27
"2399" "SOUTH DAKOTA" 46 "ZIEBACH" 137 1470060 1172918 1058403 259 227 234 174 163 157 5 3 5
"2400" "TENNESSEE" 47 "ANDERSON" 1 48753 47849 40135 578 596 538 2 1 NA 65 54 61
"2401" "TENNESSEE" 47 "BEDFORD" 3 223992 219429 231206 1703 1667 1554 17 29 35 102 125 109
"2402" "TENNESSEE" 47 "BENTON" 5 79360 78013 72522 553 595 500 5 9 7 18 37 27
"2403" "TENNESSEE" 47 "BLEDSOE" 7 98730 92798 92043 602 560 580 10 8 7 34 16 23
"2404" "TENNESSEE" 47 "BLOUNT" 9 100662 105148 98403 1275 1302 1154 6 6 7 138 112 101
"2405" "TENNESSEE" 47 "BRADLEY" 11 97930 94598 95602 955 921 959 5 5 10 69 84 86
"2406" "TENNESSEE" 47 "CAMPBELL" 13 34659 34332 34174 468 419 404 NA NA NA 49 29 18
"2407" "TENNESSEE" 47 "CANNON" 15 116343 121879 116720 940 974 880 8 10 7 66 52 60
"2408" "TENNESSEE" 47 "CARROLL" 17 186428 183349 179703 1030 973 971 24 29 28 24 37 36
"2409" "TENNESSEE" 47 "CARTER" 19 42557 37350 39374 746 573 516 1 NA 1 139 90 46
"2410" "TENNESSEE" 47 "CHEATHAM" 21 75018 72353 63122 663 669 554 2 4 3 53 61 38
"2411" "TENNESSEE" 47 "CHESTER" 23 82568 78807 71686 505 512 484 9 8 9 20 8 14
"2412" "TENNESSEE" 47 "CLAIBORNE" 25 146667 134706 124757 1538 1388 1090 5 8 10 178 146 53
"2413" "TENNESSEE" 47 "CLAY" 27 73825 70265 77779 558 514 462 2 5 2 59 53 17
"2414" "TENNESSEE" 47 "COCKE" 29 82289 73438 64163 1031 880 705 2 2 1 116 62 35
"2415" "TENNESSEE" 47 "COFFEE" 31 146837 145334 139945 1185 1069 1008 16 22 23 107 86 85
"2416" "TENNESSEE" 47 "CROCKETT" 33 161162 145091 149227 459 420 470 58 47 41 44 2 25
"2417" "TENNESSEE" 47 "CUMBERLAND" 35 109240 110012 122554 889 854 842 16 12 17 58 54 79
"2418" "TENNESSEE" 47 "DAVIDSON" 37 62081 50525 41353 691 560 515 2 1 1 63 57 60
"2419" "TENNESSEE" 47 "DE KALB" 41 106321 100421 95315 946 887 722 10 4 13 101 73 44
"2420" "TENNESSEE" 47 "DECATUR" 39 98691 88313 76378 527 438 455 7 7 5 12 2 16
"2421" "TENNESSEE" 47 "DICKSON" 43 164318 157806 139176 1349 1448 1285 6 8 9 72 72 114
"2422" "TENNESSEE" 47 "DYER" 45 242504 212504 238614 627 534 584 76 61 74 45 20 30
"2423" "TENNESSEE" 47 "FAYETTE" 47 288368 273817 227434 888 894 952 67 65 49 59 20 54
"2424" "TENNESSEE" 47 "FENTRESS" 49 74577 79593 84371 591 573 623 5 5 10 34 45 61
"2425" "TENNESSEE" 47 "FRANKLIN" 51 140119 152900 144252 1171 1135 1104 16 23 24 126 101 92
"2426" "TENNESSEE" 47 "GIBSON" 53 293096 310959 286769 1054 1092 1049 85 82 72 70 45 51
"2427" "TENNESSEE" 47 "GILES" 55 269585 270887 261411 1902 1922 1789 16 25 22 59 30 66
"2428" "TENNESSEE" 47 "GRAINGER" 57 104819 103475 91862 1250 1216 1008 4 1 1 149 126 63
"2429" "TENNESSEE" 47 "GREENE" 59 236096 246717 229204 3508 3367 3061 4 2 5 498 345 254
"2430" "TENNESSEE" 47 "GRUNDY" 61 39928 42130 42668 415 409 328 3 4 5 51 46 23
"2431" "TENNESSEE" 47 "HAMBLEN" 63 55709 57825 69383 778 736 715 1 2 7 111 75 53
"2432" "TENNESSEE" 47 "HAMILTON" 65 65371 63413 54599 769 700 669 4 1 1 84 86 80
"2433" "TENNESSEE" 47 "HANCOCK" 67 71133 64007 60646 700 568 462 3 6 2 106 55 32
"2434" "TENNESSEE" 47 "HARDEMAN" 69 178899 153787 147951 680 602 624 38 26 25 25 5 8
"2435" "TENNESSEE" 47 "HARDIN" 71 130540 112334 109752 732 634 623 17 14 17 36 27 29
"2436" "TENNESSEE" 47 "HAWKINS" 73 156488 168154 151042 2081 2014 1683 2 6 3 249 189 116
"2437" "TENNESSEE" 47 "HAYWOOD" 75 231424 211022 214336 435 408 491 78 59 62 23 5 24
"2438" "TENNESSEE" 47 "HENDERSON" 77 168726 173283 165442 1034 1084 1017 9 11 18 37 20 32
"2439" "TENNESSEE" 47 "HENRY" 79 201482 193512 193416 1005 965 958 28 24 28 51 47 42
"2440" "TENNESSEE" 47 "HICKMAN" 81 139589 128527 112187 809 756 651 12 12 8 26 19 10
"2441" "TENNESSEE" 47 "HOUSTON" 83 51062 48824 47190 337 336 382 5 3 5 19 9 15
"2442" "TENNESSEE" 47 "HUMPHREYS" 85 134652 134682 118412 702 718 638 20 17 19 32 30 10
"2443" "TENNESSEE" 47 "JACKSON" 87 89804 79078 75642 705 609 587 4 4 6 47 37 47
"2444" "TENNESSEE" 47 "JEFFERSON" 89 103983 107703 101585 1324 1311 1211 4 3 4 141 106 123
"2445" "TENNESSEE" 47 "JOHNSON" 91 51865 49070 43543 752 666 513 1 2 2 125 89 29
"2446" "TENNESSEE" 47 "KNOX" 93 98066 93563 82938 1466 1410 1224 4 4 3 156 171 158
"2447" "TENNESSEE" 47 "LAKE" 95 90575 90200 84100 87 64 59 35 27 26 2 1 3
"2448" "TENNESSEE" 47 "LAUDERDALE" 97 202542 215072 192232 615 624 602 60 55 48 37 35 18
"2449" "TENNESSEE" 47 "LAWRENCE" 99 233471 236237 238318 1928 1869 1842 11 16 17 110 73 133
"2450" "TENNESSEE" 47 "LEWIS" 101 42959 36988 35566 271 251 260 4 1 1 8 NA 22
"2451" "TENNESSEE" 47 "LINCOLN" 103 290337 284161 260874 1957 1926 1782 24 19 19 104 91 90
"2452" "TENNESSEE" 47 "LOUDON" 105 79493 82656 77040 918 954 768 5 7 8 89 60 68
"2453" "TENNESSEE" 47 "MACON" 111 139860 145137 127801 1403 1317 1066 6 8 11 163 72 63
"2454" "TENNESSEE" 47 "MADISON" 113 159247 161861 177090 714 740 706 32 30 35 37 40 44
"2455" "TENNESSEE" 47 "MARION" 115 56258 50932 50593 358 298 392 6 7 5 27 16 35
"2456" "TENNESSEE" 47 "MARSHALL" 117 180284 174794 151583 1322 1312 1078 15 12 12 83 35 106
"2457" "TENNESSEE" 47 "MAURY" 119 254843 240833 226404 1812 1754 1696 22 27 23 117 73 119
"2458" "TENNESSEE" 47 "MCMINN" 107 138840 127609 122502 1298 1204 1204 7 7 6 96 66 75
"2459" "TENNESSEE" 47 "MCNAIRY" 109 150223 134242 122763 906 822 763 10 11 12 43 16 24
"2460" "TENNESSEE" 47 "MEIGS" 121 54602 48918 49116 410 340 367 5 1 2 34 13 26
"2461" "TENNESSEE" 47 "MONROE" 123 105255 99468 92570 1021 955 935 4 7 5 77 47 32
"2462" "TENNESSEE" 47 "MONTGOMERY" 125 173513 166648 151461 1151 1090 862 17 20 17 100 100 49
"2463" "TENNESSEE" 47 "MOORE" 127 56526 62713 51814 439 387 346 2 7 4 39 5 21
"2464" "TENNESSEE" 47 "MORGAN" 129 50333 56605 53335 398 403 407 3 7 3 16 33 24
"2465" "TENNESSEE" 47 "OBION" 131 255738 263914 251844 847 701 693 68 67 70 54 36 42
"2466" "TENNESSEE" 47 "OVERTON" 133 116403 124259 114800 1042 1106 1009 3 8 10 82 81 71
"2467" "TENNESSEE" 47 "PERRY" 135 60470 49662 50884 289 266 257 6 5 6 11 7 3
"2468" "TENNESSEE" 47 "PICKETT" 137 38202 41770 37916 422 401 365 NA 1 4 53 27 38
"2469" "TENNESSEE" 47 "POLK" 139 35321 31622 32397 310 274 305 6 3 2 19 15 30
"2470" "TENNESSEE" 47 "PUTNAM" 141 124308 118854 103679 1341 1302 1069 3 5 5 137 115 97
"2471" "TENNESSEE" 47 "RHEA" 143 62127 60762 56182 487 455 449 1 5 2 21 13 12
"2472" "TENNESSEE" 47 "ROANE" 145 59391 63378 52582 657 722 580 NA 1 NA 45 26 29
"2473" "TENNESSEE" 47 "ROBERTSON" 147 243087 233317 227298 1692 1621 1408 31 35 51 177 147 108
"2474" "TENNESSEE" 47 "RUTHERFORD" 149 219581 210754 164411 2001 2088 1525 11 11 15 163 206 210
"2475" "TENNESSEE" 47 "SCOTT" 151 34650 34594 31086 287 296 261 1 2 NA 11 15 6
"2476" "TENNESSEE" 47 "SEQUATCHIE" 153 28187 28390 28675 206 208 232 2 2 7 16 8 33
"2477" "TENNESSEE" 47 "SEVIER" 155 78679 75365 56449 957 907 707 3 1 NA 89 108 82
"2478" "TENNESSEE" 47 "SHELBY" 157 141630 115917 92299 903 716 600 34 26 16 147 80 101
"2479" "TENNESSEE" 47 "SMITH" 159 149804 141380 127108 1213 1126 981 4 7 7 71 63 64
"2480" "TENNESSEE" 47 "STEWART" 161 61215 55464 55368 404 367 353 4 5 3 17 17 8
"2481" "TENNESSEE" 47 "SULLIVAN" 163 94904 100513 82104 1578 1453 1280 1 5 3 274 205 196
"2482" "TENNESSEE" 47 "SUMNER" 165 193449 193386 183419 2020 1957 1673 16 18 16 231 178 136
"2483" "TENNESSEE" 47 "TIPTON" 167 179750 168776 170182 726 627 610 48 47 43 72 49 42
"2484" "TENNESSEE" 47 "TROUSDALE" 169 52413 46609 44006 451 360 338 2 1 2 48 15 23
"2485" "TENNESSEE" 47 "UNICOI" 171 8822 9278 4742 187 166 86 NA NA NA 39 13 11
"2486" "TENNESSEE" 47 "UNION" 173 56191 47951 45917 635 585 494 1 1 NA 59 22 43
"2487" "TENNESSEE" 47 "VAN BUREN" 175 33764 31584 34844 272 230 213 NA 1 4 20 15 5
"2488" "TENNESSEE" 47 "WARREN" 177 171630 172549 160583 1557 1594 1331 11 11 13 154 139 150
"2489" "TENNESSEE" 47 "WASHINGTON" 179 124748 133721 118595 2102 1913 1650 4 6 4 340 267 221
"2490" "TENNESSEE" 47 "WAYNE" 181 143242 124977 115307 832 713 646 10 13 14 14 16 19
"2491" "TENNESSEE" 47 "WEAKLEY" 183 241711 239635 255550 1262 1231 1214 46 53 60 55 43 62
"2492" "TENNESSEE" 47 "WHITE" 185 123768 137315 131652 1195 1168 1035 7 7 6 97 57 79
"2493" "TENNESSEE" 47 "WILLIAMSON" 187 209695 202230 161851 1713 1712 1442 17 19 17 137 110 124
"2494" "TENNESSEE" 47 "WILSON" 189 227901 234951 192920 2034 2142 1745 9 16 6 142 137 168
"2495" "TEXAS" 48 "ANDERSON" 1 367028 365182 346142 1812 1735 1771 46 43 41 102 56 81
"2496" "TEXAS" 48 "ANDREWS" 3 832603 803998 808474 174 169 175 43 45 44 25 31 31
"2497" "TEXAS" 48 "ANGELINA" 5 127083 116769 115258 960 931 1109 19 12 7 69 61 149
"2498" "TEXAS" 48 "ARANSAS" 7 19596 50032 50951 67 62 94 3 4 3 8 12 20
"2499" "TEXAS" 48 "ARCHER" 9 596735 535965 507607 541 495 513 123 133 130 19 16 32
"2500" "TEXAS" 48 "ARMSTRONG" 11 563046 506308 516299 254 269 291 93 88 102 3 2 3
"2501" "TEXAS" 48 "ATASCOSA" 13 725477 669890 643594 1537 1539 1810 144 154 141 79 38 91
"2502" "TEXAS" 48 "AUSTIN" 15 371801 367497 333928 2106 2086 2112 51 47 46 183 99 150
"2503" "TEXAS" 48 "BAILEY" 17 424207 394475 476176 497 436 564 127 112 138 26 12 9
"2504" "TEXAS" 48 "BANDERA" 19 402365 366827 329416 806 780 972 90 90 82 53 32 60
"2505" "TEXAS" 48 "BASTROP" 21 411549 422852 402079 2119 2187 2207 55 64 63 147 108 152
"2506" "TEXAS" 48 "BAYLOR" 23 377377 327716 547029 294 253 268 79 82 65 27 6 6
"2507" "TEXAS" 48 "BEE" 25 424630 509544 548400 801 866 952 93 114 107 37 19 55
"2508" "TEXAS" 48 "BELL" 27 436793 450923 431945 2099 2080 2384 82 77 81 174 155 250
"2509" "TEXAS" 48 "BEXAR" 29 471009 441206 425909 2409 2385 2496 75 69 58 275 236 303
"2510" "TEXAS" 48 "BLANCO" 31 391886 389282 395667 731 784 888 102 96 90 35 20 47
"2511" "TEXAS" 48 "BORDEN" 33 514065 480015 435166 118 132 116 53 66 60 3 2 3
"2512" "TEXAS" 48 "BOSQUE" 35 567706 562851 550995 1236 1285 1399 119 103 108 42 33 34
"2513" "TEXAS" 48 "BOWIE" 37 285185 307531 291674 1358 1337 1610 53 47 51 92 59 154
"2514" "TEXAS" 48 "BRAZORIA" 39 589249 613891 528957 2271 2455 2580 125 140 112 333 309 433
"2515" "TEXAS" 48 "BRAZOS" 41 273573 308814 275752 1323 1350 1350 51 70 52 116 81 125
"2516" "TEXAS" 48 "BREWSTER" 43 2401633 1675564 1747087 147 136 158 88 77 91 14 6 8
"2517" "TEXAS" 48 "BRISCOE" 45 533984 425565 546734 255 264 333 79 85 108 13 7 3
"2518" "TEXAS" 48 "BROOKS" 47 465355 439771 548619 341 351 494 37 45 56 6 NA 22
"2519" "TEXAS" 48 "BROWN" 49 527309 481936 560065 1441 1347 1726 110 103 126 75 52 94
"2520" "TEXAS" 48 "BURLESON" 51 325398 388982 361022 1555 1550 1582 54 73 60 73 42 72
"2521" "TEXAS" 48 "BURNET" 53 563437 565413 482149 1343 1370 1531 123 113 92 104 56 113
"2522" "TEXAS" 48 "CALDWELL" 55 280454 304844 304737 1268 1402 1421 42 59 60 70 74 97
"2523" "TEXAS" 48 "CALHOUN" 57 216256 247827 230400 298 328 291 61 66 72 16 24 34
"2524" "TEXAS" 48 "CALLAHAN" 59 493128 515396 532595 976 893 1058 99 115 113 47 47 67
"2525" "TEXAS" 48 "CAMERON" 61 383648 350437 349479 1098 1120 1241 89 89 101 195 191 289
"2526" "TEXAS" 48 "CAMP" 63 66160 69343 68552 495 399 482 5 7 4 34 17 26
"2527" "TEXAS" 48 "CARSON" 65 474235 451669 537445 393 363 422 146 117 165 15 8 18
"2528" "TEXAS" 48 "CASS" 67 180506 193244 176645 998 956 1067 18 24 26 35 22 45
"2529" "TEXAS" 48 "CASTRO" 69 571681 563538 567255 530 535 485 169 185 172 10 9 15
"2530" "TEXAS" 48 "CHAMBERS" 71 242687 274853 267343 500 610 650 54 69 65 49 65 121
"2531" "TEXAS" 48 "CHEROKEE" 73 291795 286306 294383 1642 1508 1625 42 34 32 102 71 126
"2532" "TEXAS" 48 "CHILDRESS" 75 399557 368782 399383 315 300 374 84 82 78 4 8 9
"2533" "TEXAS" 48 "CLAY" 77 607486 654342 661617 928 892 931 126 139 152 50 25 33
"2534" "TEXAS" 48 "COCHRAN" 79 427434 439252 489051 317 292 341 124 110 125 4 NA NA
"2535" "TEXAS" 48 "COKE" 81 488607 485397 491211 383 335 430 110 89 108 7 4 10
"2536" "TEXAS" 48 "COLEMAN" 83 725925 642263 699452 918 829 1003 186 162 170 40 12 16
"2537" "TEXAS" 48 "COLLIN" 85 284204 309630 290831 1747 2135 2235 60 61 58 202 257 394
"2538" "TEXAS" 48 "COLLINGSWORTH" 87 489376 506942 512537 626 449 442 108 105 107 44 7 5
"2539" "TEXAS" 48 "COLORADO" 89 521450 538635 527393 1767 1770 1790 106 105 102 63 59 73
"2540" "TEXAS" 48 "COMAL" 91 205676 203291 192454 822 852 939 38 45 36 65 45 79
"2541" "TEXAS" 48 "COMANCHE" 93 541607 543386 578943 1608 1352 1451 102 131 131 97 36 85
"2542" "TEXAS" 48 "CONCHO" 95 641935 544312 551371 422 411 418 133 135 125 7 14 4
"2543" "TEXAS" 48 "COOKE" 97 485995 458775 455393 1736 1765 1956 104 104 96 111 119 147
"2544" "TEXAS" 48 "CORYELL" 99 654550 493087 488358 1232 1221 1339 124 113 99 57 33 81
"2545" "TEXAS" 48 "COTTLE" 101 519911 574177 534519 252 233 299 87 70 77 NA NA 5
"2546" "TEXAS" 48 "CRANE" 103 489457 NA 375177 61 44 37 30 22 21 10 4 1
"2547" "TEXAS" 48 "CROCKETT" 105 1958218 1735476 1602485 186 198 183 145 136 127 9 NA NA
"2548" "TEXAS" 48 "CROSBY" 107 586818 489613 552628 440 373 371 172 136 125 12 6 5
"2549" "TEXAS" 48 "CULBERSON" 109 1580195 1694512 1374032 106 74 55 63 44 42 5 3 1
"2550" "TEXAS" 48 "DALLAM" 111 938743 884166 936886 451 412 452 197 165 190 26 3 2
"2551" "TEXAS" 48 "DALLAS" 113 163690 89112 88010 996 730 755 31 15 17 255 168 232
"2552" "TEXAS" 48 "DAWSON" 115 648869 572422 568036 674 581 555 230 201 186 21 12 18
"2553" "TEXAS" 48 "DE WITT" 123 565323 576896 549237 1697 1786 1811 95 116 103 80 53 61
"2554" "TEXAS" 48 "DEAF SMITH" 117 895817 964347 945814 708 703 637 246 244 219 25 35 36
"2555" "TEXAS" 48 "DELTA" 119 122048 141992 132841 482 507 538 25 28 25 24 16 35
"2556" "TEXAS" 48 "DENTON" 121 378379 349093 350274 2236 2358 2575 77 56 60 387 410 642
"2557" "TEXAS" 48 "DICKENS" 125 542406 567096 574273 413 396 446 80 87 88 12 2 5
"2558" "TEXAS" 48 "DIMMIT" 127 524856 570684 708015 255 268 388 83 75 101 9 5 4
"2559" "TEXAS" 48 "DONLEY" 129 661310 584340 588947 456 440 392 100 95 69 13 2 2
"2560" "TEXAS" 48 "DUVAL" 131 883627 850360 1021206 1053 1228 1507 146 146 159 10 10 15
"2561" "TEXAS" 48 "EASTLAND" 133 499118 498047 520132 1283 1166 1324 93 100 113 62 27 50
"2562" "TEXAS" 48 "ECTOR" 135 467920 503781 423919 274 287 301 37 42 35 89 91 134
"2563" "TEXAS" 48 "EDWARDS" 137 1175080 973512 996471 335 349 480 182 149 158 9 6 17
"2564" "TEXAS" 48 "EL PASO" 141 249165 113948 168556 530 600 590 27 18 26 254 301 349
"2565" "TEXAS" 48 "ELLIS" 139 444949 464039 442656 2083 2089 2415 92 101 101 191 168 262
"2566" "TEXAS" 48 "ERATH" 143 632519 580627 622923 2058 1977 2189 133 115 104 95 67 130
"2567" "TEXAS" 48 "FALLS" 145 373665 408692 445217 1150 1199 1295 87 111 103 43 37 57
"2568" "TEXAS" 48 "FANNIN" 147 452769 483446 473853 1880 1976 2110 79 89 79 90 59 82
"2569" "TEXAS" 48 "FAYETTE" 149 526909 552414 565708 2994 2973 2991 71 74 64 183 99 116
"2570" "TEXAS" 48 "FISHER" 151 576687 479270 544989 669 595 661 138 121 125 15 4 15
"2571" "TEXAS" 48 "FLOYD" 153 574276 573794 627686 588 551 650 189 174 177 18 10 12
"2572" "TEXAS" 48 "FOARD" 155 310385 286492 375790 260 203 212 64 63 69 5 1 2
"2573" "TEXAS" 48 "FORT BEND" 157 445691 415251 382740 1588 1560 1404 99 81 83 197 179 229
"2574" "TEXAS" 48 "FRANKLIN" 159 135056 132241 133528 576 549 564 28 24 25 23 14 25
"2575" "TEXAS" 48 "FREESTONE" 161 429025 429339 399584 1430 1468 1473 81 86 83 76 50 79
"2576" "TEXAS" 48 "FRIO" 163 655116 603119 645429 536 537 724 135 126 132 28 15 30
"2577" "TEXAS" 48 "GAINES" 165 813603 758896 947728 827 724 825 265 213 251 15 7 16
"2578" "TEXAS" 48 "GALVESTON" 167 113612 127280 103387 674 664 692 24 33 32 160 143 232
"2579" "TEXAS" 48 "GARZA" 169 529052 499552 512460 302 246 300 86 75 86 6 5 21
"2580" "TEXAS" 48 "GILLESPIE" 171 704742 645422 652940 1705 1812 1853 168 159 144 101 98 104
"2581" "TEXAS" 48 "GLASSCOCK" 173 452690 492939 479785 225 199 185 116 108 98 1 2 1
"2582" "TEXAS" 48 "GOLIAD" 175 442694 506019 469513 910 984 1083 75 86 102 53 25 44
"2583" "TEXAS" 48 "GONZALES" 177 697235 695774 654077 1813 1816 1861 146 157 145 100 35 56
"2584" "TEXAS" 48 "GRAY" 179 558749 452820 509367 388 351 391 122 108 104 17 4 9
"2585" "TEXAS" 48 "GRAYSON" 181 435722 441246 400414 2494 2597 2723 74 88 76 195 169 238
"2586" "TEXAS" 48 "GREGG" 183 57661 46660 45192 450 444 486 6 4 6 48 46 88
"2587" "TEXAS" 48 "GRIMES" 185 373914 414887 437140 1664 1704 1853 64 72 78 128 60 94
"2588" "TEXAS" 48 "GUADALUPE" 187 371351 384824 385015 2217 2442 2462 58 61 44 157 170 180
"2589" "TEXAS" 48 "HALE" 189 623548 605020 588724 958 915 957 194 213 196 28 19 23
"2590" "TEXAS" 48 "HALL" 191 438905 431782 533874 344 311 382 100 105 121 NA 7 7
"2591" "TEXAS" 48 "HAMILTON" 193 476774 449671 470850 1097 996 1045 110 105 99 40 8 28
"2592" "TEXAS" 48 "HANSFORD" 195 582742 593063 585286 300 290 242 149 137 130 14 18 2
"2593" "TEXAS" 48 "HARDEMAN" 197 325966 345897 370113 378 344 332 93 87 92 4 6 3
"2594" "TEXAS" 48 "HARDIN" 199 70799 68512 91189 441 517 699 13 11 6 64 77 143
"2595" "TEXAS" 48 "HARRIS" 201 328697 304868 259039 2211 2452 2210 66 44 44 573 500 583
"2596" "TEXAS" 48 "HARRISON" 203 223440 229272 200875 1347 1116 1205 34 53 26 109 46 100
"2597" "TEXAS" 48 "HARTLEY" 205 826139 789289 910965 264 253 282 121 109 129 4 2 5
"2598" "TEXAS" 48 "HASKELL" 207 489390 491957 494932 692 579 553 143 135 134 34 15 11
"2599" "TEXAS" 48 "HAYS" 209 319783 278352 235568 1026 1106 1136 66 44 38 105 88 122
"2600" "TEXAS" 48 "HEMPHILL" 211 624708 546373 548746 253 239 233 110 104 97 11 2 7
"2601" "TEXAS" 48 "HENDERSON" 213 365849 340869 318452 1893 1798 2109 49 57 50 145 98 196
"2602" "TEXAS" 48 "HIDALGO" 215 659696 593158 722582 1697 2104 2151 162 142 175 272 393 513
"2603" "TEXAS" 48 "HILL" 217 487570 504322 524907 1827 2014 2113 108 104 110 85 63 121
"2604" "TEXAS" 48 "HOCKLEY" 219 622677 491498 484286 802 767 842 205 178 162 43 28 35
"2605" "TEXAS" 48 "HOOD" 221 226842 202131 205672 955 935 1076 44 41 43 70 71 119
"2606" "TEXAS" 48 "HOPKINS" 223 394648 431411 390466 1963 1923 1955 42 60 58 90 63 107
"2607" "TEXAS" 48 "HOUSTON" 225 458767 464706 440462 1603 1514 1562 71 87 78 36 21 45
"2608" "TEXAS" 48 "HOWARD" 227 565876 518369 522791 516 466 519 137 141 119 42 20 36
"2609" "TEXAS" 48 "HUDSPETH" 229 2506339 2121727 2257579 161 131 169 77 67 75 2 4 4
"2610" "TEXAS" 48 "HUNT" 231 371243 400272 388422 2479 2784 3139 53 50 45 169 152 304
"2611" "TEXAS" 48 "HUTCHINSON" 233 395998 552995 557262 222 262 259 72 75 68 7 8 24
"2612" "TEXAS" 48 "IRION" 235 656672 536292 624626 169 151 156 73 61 63 18 7 14
"2613" "TEXAS" 48 "JACK" 237 542419 596172 576091 839 884 902 112 117 120 30 13 21
"2614" "TEXAS" 48 "JACKSON" 239 480041 470500 492580 931 917 847 141 137 130 26 27 46
"2615" "TEXAS" 48 "JASPER" 241 95397 96286 95928 807 763 920 2 6 6 67 66 108
"2616" "TEXAS" 48 "JEFF DAVIS" 243 1486659 1488732 1390903 96 79 105 59 58 56 3 4 3
"2617" "TEXAS" 48 "JEFFERSON" 245 440039 388239 333255 684 775 793 95 79 67 56 106 130
"2618" "TEXAS" 48 "JIM HOGG" 247 771228 603511 640270 216 234 240 80 87 90 7 NA 7
"2619" "TEXAS" 48 "JIM WELLS" 249 510354 497880 462721 876 912 1109 111 97 92 51 27 69
"2620" "TEXAS" 48 "JOHNSON" 251 352785 362004 331347 2511 2579 2746 55 50 57 297 347 496
"2621" "TEXAS" 48 "JONES" 253 476224 517244 573323 1001 918 1053 127 145 129 40 29 35
"2622" "TEXAS" 48 "KARNES" 255 409480 474806 417484 1159 1157 1208 79 107 75 46 19 31
"2623" "TEXAS" 48 "KAUFMAN" 257 397676 419553 421803 2276 2438 2563 64 78 66 215 182 286
"2624" "TEXAS" 48 "KENDALL" 259 347352 326956 342515 891 967 1164 78 73 75 93 90 119
"2625" "TEXAS" 48 "KENEDY" 261 561232 474073 909048 31 28 25 19 17 17 NA 1 NA
"2626" "TEXAS" 48 "KENT" 263 560970 560695 567607 188 182 212 63 63 62 5 NA 1
"2627" "TEXAS" 48 "KERR" 265 586447 564352 613555 969 977 1226 147 120 117 56 37 58
"2628" "TEXAS" 48 "KIMBLE" 267 814648 615501 619961 576 528 639 184 145 134 21 12 18
"2629" "TEXAS" 48 "KING" 269 NA 546693 542166 47 41 64 21 15 26 NA NA NA
"2630" "TEXAS" 48 "KINNEY" 271 644255 613634 601224 148 148 220 81 85 93 5 NA NA
"2631" "TEXAS" 48 "KLEBERG" 273 NA NA 498417 337 348 349 21 31 30 37 25 48
"2632" "TEXAS" 48 "KNOX" 275 663966 564263 493464 330 271 219 98 97 96 9 4 8
"2633" "TEXAS" 48 "LA SALLE" 283 539706 558559 649126 325 315 399 109 116 117 5 4 9
"2634" "TEXAS" 48 "LAMAR" 277 444224 470216 521001 1791 1725 1817 88 93 90 91 70 101
"2635" "TEXAS" 48 "LAMB" 279 588586 628505 634703 1013 931 987 188 211 197 28 7 6
"2636" "TEXAS" 48 "LAMPASAS" 281 449163 412491 416018 884 861 966 107 103 109 63 29 64
"2637" "TEXAS" 48 "LAVACA" 285 534904 601698 566648 2862 2861 2747 69 92 78 153 131 155
"2638" "TEXAS" 48 "LEE" 287 359041 366367 325643 1949 1848 1844 50 41 39 119 57 86
"2639" "TEXAS" 48 "LEON" 289 515205 562615 569101 1883 1908 2066 84 98 90 66 28 60
"2640" "TEXAS" 48 "LIBERTY" 291 315828 304574 297855 1420 1596 1589 68 60 65 169 163 188
"2641" "TEXAS" 48 "LIMESTONE" 293 438836 529924 505846 1389 1430 1494 81 120 112 62 32 69
"2642" "TEXAS" 48 "LIPSCOMB" 295 528337 578025 571057 332 307 294 112 126 122 7 2 1
"2643" "TEXAS" 48 "LIVE OAK" 297 508986 525291 501191 834 845 896 125 120 106 44 20 49
"2644" "TEXAS" 48 "LLANO" 299 538321 533234 538890 653 692 791 136 134 151 53 28 54
"2645" "TEXAS" 48 "LOVING" 301 353867 515192 426792 15 14 9 14 13 7 1 NA NA
"2646" "TEXAS" 48 "LUBBOCK" 303 601768 557182 515741 1308 1142 1205 174 183 163 152 122 174
"2647" "TEXAS" 48 "LYNN" 305 611662 530475 493691 573 478 506 211 188 174 14 6 12
"2648" "TEXAS" 48 "MADISON" 313 231348 244524 273109 956 890 1057 37 40 48 44 12 48
"2649" "TEXAS" 48 "MARION" 315 58026 59602 42270 237 252 258 13 13 6 9 15 14
"2650" "TEXAS" 48 "MARTIN" 317 568401 526007 457990 414 379 464 134 137 123 13 13 19
"2651" "TEXAS" 48 "MASON" 319 609522 555597 536402 638 633 647 154 142 157 33 16 17
"2652" "TEXAS" 48 "MATAGORDA" 321 550376 619142 577594 885 991 903 127 148 138 35 41 44
